name,type,wattage
MSI MPG A750GF White,ATX,750
MSI MPG A850G PCIe5,ATX,850
MSI MPG A850GF,ATX,850
NZXT E500 Modular,ATX,500
NZXT E650 Modular,ATX,650
NZXT E850 Modular,ATX,850
PHANTEKS AMP 80 PLUS Gold,ATX,750
PHANTEKS AMP 80 PLUS Gold,ATX,850
PHANTEKS AMP 80 PLUS Gold,ATX,1000
PHANTEKS AMP v2 80 PLUS Gold,ATX,1000
PHANTEKS AMP v2 80 PLUS Gold,ATX,1000
PHANTEKS Revolt Pro 80 PLUS Gold,ATX,850
PHANTEKS Revolt Pro 80 PLUS Gold,ATX,1000
PHANTEKS Revolt SFX 80 PLUS Gold,SFX,650
PHANTEKS Revolt SFX 80 PLUS Gold,SFX,750
PHANTEKS Revolt SFX 80 PLUS Platinum,SFX,750
PHANTEKS Revolt SFX 80 PLUS Platinum,SFX,850
PHANTEKS Revolt X 80 PLUS Platinum,ATX,1000
PHANTEKS Revolt X 80 PLUS Platinum,ATX,1200
Phobya externes,extern,70
Seasonic CONNECT 750 Gold,ATX,750
Seasonic Eco 80 PLUS Bronze,ATX,430
Seasonic FOCUS 650 GOLD,ATX,650
Seasonic FOCUS 750 GOLD,ATX,750
Seasonic Focus 80 PLUS Gold,ATX,450
Seasonic Focus 80 PLUS Gold,"ATX, SFX",750
Seasonic Focus 80 PLUS Platinum,"ATX, SFX",650
Seasonic Focus GX 80 PLUS Gold,ATX,1000
Seasonic Focus Plus,ATX,850
Seasonic Focus Plus Gold,ATX,550
Seasonic Focus Plus Gold,ATX,650
Seasonic Focus Plus Gold,ATX,750
Seasonic Focus Plus Gold,ATX,1000
Seasonic Focus Plus PCGH Edition,ATX,550
Seasonic Focus Plus Platinum,ATX,550
Seasonic Focus PX 80 PLUS Platinum,ATX,550
Seasonic Focus PX 80 PLUS Platinum,ATX,850
Seasonic Focus PX 80 Plus Platinum 650 Watt,ATX,650
Seasonic Focus SGX 80 PLUS Gold SFX,"ATX, SFX-L",450
Seasonic Focus SGX 80 PLUS Gold SFX,"ATX, SFX-L",650
Seasonic Focus SGX 80 PLUS Gold SFX-L,SFX-L,500
Seasonic Focus+,ATX,750
Seasonic Focus+,ATX,650
Seasonic Focus+,ATX,850
Seasonic G-360,ATX,360
Seasonic G-450,ATX,450
Seasonic G-550,ATX,550
Seasonic G-Series,ATX,650
Seasonic G-Series,ATX,550
Seasonic G-Series,ATX,550
Seasonic G-Series,ATX,450
Seasonic G-Series,ATX,360
Seasonic G-Series,ATX,750
Seasonic G12 80 PLUS Gold,ATX,750
Seasonic G12 80 PLUS Gold,ATX,650
Seasonic G12 80 PLUS Gold,ATX,550
Seasonic G12-GC-550 Gold,ATX,550
Seasonic G12-GC-650 Gold,ATX,650
Seasonic M12II 850,ATX,850
Seasonic M12II EVO 620,ATX,620
Seasonic M12II Evo 80 PLUS Bronze,ATX,520
"Seasonic M12II Evo, AM2 80 PLUS Bronze",ATX,620
Seasonic M12II-750 EVO,ATX,750
Seasonic P-Series,ATX,860
Seasonic P-Series,ATX,520
Seasonic P-Series,ATX,760
Seasonic P-Series,ATX,660
Seasonic P-Series,ATX,1050
Seasonic Platinum 1000,ATX,1000
Seasonic Platinum 460 Fanless,ATX,460
Seasonic Platinum 520 Fanless,ATX,520
Seasonic PLATINUM 660,ATX,660
Seasonic Platinum 760,ATX,760
Seasonic PLATINUM 860,ATX,860
Seasonic Prime,ATX,850
Seasonic Prime,ATX,650
Seasonic Prime,ATX,750
Seasonic Prime,ATX,550
Seasonic Prime,ATX,850
Seasonic Prime,ATX,1000
Seasonic Prime,ATX,1000
Seasonic PRIME 1200 PLATINUM,ATX,1000
Seasonic PRIME 1200 W Gold,ATX,1200
Seasonic PRIME 750 GOLD,ATX,750
Seasonic Prime 80 PLUS Gold,ATX,1300
Seasonic Prime 80 PLUS Platinum,ATX,1300
Seasonic Prime Fanless 80 PLUS Titanium,ATX,600
Seasonic Prime Fanless PX,ATX,450
Seasonic Prime Fanless PX,ATX,500
Seasonic Prime Fanless TX,ATX,700
Seasonic PRIME Fanless TX-600,sonstige,600
Seasonic Prime GX 80 PLUS Gold,ATX,650
Seasonic Prime PX 80 PLUS Platinum,ATX,1000
Seasonic Prime Snow Silent 80 PLUS Gold,ATX,550
Seasonic Prime Snow Silent 80 PLUS Platinum,ATX,650
Seasonic Prime Snow Silent 80 PLUS Titanium,ATX,750
Seasonic Prime TX 80 PLUS Titanium,ATX,650
Seasonic Prime TX 80 PLUS Titanium,ATX,750
Seasonic Prime TX 80 PLUS Titanium,ATX,850
Seasonic Prime Ultra,ATX,650
Seasonic PRIME ULTRA 1000 GOLD,ATX,1000
Seasonic Prime Ultra 80 PLUS Gold,ATX,550
Seasonic Prime Ultra 80 PLUS Platinum,ATX,850
Seasonic Prime Ultra 80 PLUS Platinum,ATX,750
Seasonic Prime Ultra 80 PLUS Platinum,ATX,1000
Seasonic PRIME ULTRA 850 GOLD,ATX,850
Seasonic S12G,ATX,550
Seasonic S12G-750,ATX,750
Seasonic S12II,ATX,430
Seasonic S12II 430,ATX,430
Seasonic S12II 620,ATX,620
"Seasonic S12II, GB 80 PLUS Bronze",ATX,520
"Seasonic S12II, GB 80 PLUS Bronze",ATX,620
Seasonic S12III 80 PLUS Bronze,ATX,550
Seasonic S12III 80 PLUS Bronze,ATX,650
Seasonic S12III 80 PLUS Bronze,ATX,500
Seasonic Snow Silent,ATX,750
"Seasonic SS-350ES 80 PLUS Bronze, bulk",ATX,350
Seasonic SS-400ES,ATX,400
Seasonic Vertex GX 80 PLUS Gold,ATX,850
Seasonic Vertex GX 80 PLUS Gold,ATX,1000
Seasonic Vertex GX 80 PLUS Gold,ATX,1200
Seasonic X-1050,ATX,1050
Seasonic X-1250,ATX,1250
Seasonic X-650,ATX,650
Seasonic X-850,ATX,850
Seasonic X-Series,ATX,850
Seasonic X-Series,ATX,650
Seasonic X-Series,ATX,750
Silentmaxx Fanless II,ATX,500
Silverstone DA850-G,ATX,850
Silverstone externes für Mini-STX Systeme 19V,external,120
SilverStone NJ700 80 PLUS Titanium,ATX,700
SilverStone SST-DA1650-G Decathalon Series 80 PLUS Gold,ATX,1650
SilverStone SST-DA750R-GMA 80 PLUS Gold,ATX,750
SilverStone SST-DA750R-GMA-WWW 80 PLUS Gold,ATX,750
Silverstone SST-ET500-ARGB,ATX,500
Silverstone SST-ET550-B v1.2 ATX,ATX,550
SilverStone SST-ET650-B v1.4 Strider Essential Series 80 PLUS Bronze,ATX,650
SilverStone SST-ET750-B v1.1 Strider Essential Series 80 PLUS Bronze,ATX,750
Silverstone SST-EX1200R-PL Platinum,SFX-L,1200
SilverStone SST-EX500-B Extreme SFX,SFX,500
SilverStone SST-EX850R-PM Extreme SFX,SFX,850
SilverStone SST-FX350-G Flex Series 80 PLUS Gold,ATX,350
SilverStone SST-FX600-PT FX600 Platinum,Flex-ATX,600
Silverstone SST-GM1000-2UG V2 redundantes 2HE-,ATX,1000
SilverStone SST-GM400-1UB Gemini Series - 2x 400 Watt,redundantes Netzteil,400
Silverstone SST-GM400-S Gemini Series redundantes,redundant,400
Silverstone SST-GM500-G Gemini Series redundantes,redundant,500
Silverstone SST-GM600-2UG - 2x 600 Watt,redundant,600
Silverstone SST-GM600-2UG V2 redundantes 2HE-,ATX,600
Silverstone SST-GM600-G Gemini Series redundantes,redundant,600
Silverstone SST-GM800-2UG - 2x 800 Watt,redundant,800
Silverstone SST-GM800-2UG V2 redundantes 2HE-,ATX,800
Silverstone SST-GM800C-PF Platinum,,800
Silverstone SST-HA2050R-PM Platinum,ATX,2050
SilverStone SST-HA850R-PM - Cybenetics Platinum,ATX,850
Silverstone SST-NJ450-SXL Nightjar-Series,"ATX, SFX-L",450
Silverstone SST-NJ520 Nightjar-Series,ATX,520
Silverstone SST-ST1000-G Strider Evolution v2.0 Gold Series,ATX,1000
Silverstone SST-ST1000-P Strider,ATX,1000
Silverstone SST-ST1000-PT Strider 80 PLUS Platinum,ATX,1000
SilverStone SST-ST1000-PTS Strider Platinum Series 80 PLUS Platinum,ATX,1000
Silverstone SST-ST1100-TI Strider 80 PLUS Titanium modular - 1.100 Watt,ATX,1100
Silverstone SST-ST1200-G Strider Evolution Gold Series,ATX,1200
Silverstone SST-ST1200-PT Strider 80 PLUS Platinum,ATX,1200
SilverStone SST-ST1200-PTS Strider Platinum Series 80 PLUS Platinum,ATX,1200
Silverstone SST-ST1300-TI Strider 80 PLUS Titanium modular - 1.300 Watt,ATX,1300
Silverstone SST-ST1300-TI v 2.0 Strider 80 PLUS Titanium,ATX,1300
Silverstone SST-ST1500-GS Strider Gold Series vollmodular,ATX,1500
Silverstone SST-ST1500-TI Strider 80 PLUS Titanium modular,ATX,1500
Silverstone SST-ST1500-TI v1.1,ATX,1500
Silverstone SST-ST30SF V2.0 Strider SFX Bronze,SFX,300
Silverstone SST-ST40F-ES230 Strider Essential Series,ATX,400
Silverstone SST-ST40F-ESB Strider Essential Series Bronze,ATX,400
Silverstone SST-ST45SF V3.0 80 PLUS Bronze SFX,SFX,450
Silverstone SST-ST45SF-G V2.0 Strider Serie SFX Gold,SFX,450
Silverstone SST-ST50F-ES230 v2.0 Strider Essential Series,ATX,500
Silverstone SST-ST50F-ESB Strider Essential Series Bronze,ATX,500
Silverstone SST-ST50F-ESG Strider Essential Series Gold,ATX,500
Silverstone SST-ST50F-PB Strider Plus Bronze modular,ATX,500
Silverstone SST-ST55F-G V2.0 Strider Gold Series,ATX,550
SilverStone SST-ST55F-PB Strider Plus Series 80 PLUS Bronze,ATX,550
Silverstone SST-ST55F-PT Strider 80 PLUS Platinum,ATX,550
Silverstone SST-ST55GF,redundant,550
Silverstone SST-ST60F-ES230 Strider Essential Series,ATX,600
Silverstone SST-ST60F-ESB Strider Essential Series Bronze,ATX,600
Silverstone SST-ST60F-ESG Strider Essential Series Gold,ATX,600
"Silverstone SST-ST60F-PB modular, Strider 80 PLUS Bronze",ATX,600
Silverstone SST-ST60F-TI Strider 80 PLUS Titanium modular,ATX,600
SilverStone SST-ST65F-ES230 Strider Essential Series 80 PLUS,ATX,650
Silverstone SST-ST65F-G Strider Gold Series,ATX,650
SilverStone SST-ST65F-GS v 1.1 Strider Gold S Series 80 PLUS Gold,ATX,650
SilverStone SST-ST65F-PB Strider Plus Series 80 PLUS Bronze,ATX,650
Silverstone SST-ST65F-PT Strider 80 PLUS Platinum,ATX,650
Silverstone SST-ST70F-ES230 Strider Essential Series,ATX,700
Silverstone SST-ST70F-ESB Strider Essential Series Bronze,ATX,700
Silverstone SST-ST70F-ESG Strider Essential Series Gold,ATX,700
"Silverstone SST-ST70F-PB modular, Strider 80 PLUS Bronze",ATX,700
Silverstone SST-ST70F-TI Strider 80 PLUS Titanium modular,ATX,700
Silverstone SST-ST75F-GS Strider Gold Series,ATX,750
Silverstone SST-ST75F-GS v 3.1 Strider,ATX,750
Silverstone SST-ST75F-P Strider Plus,ATX,750
SilverStone SST-ST75F-PB Strider Plus Series 80 PLUS Bronze,ATX,750
Silverstone SST-ST75F-PT Strider 80 PLUS Platinum,ATX,750
Silverstone SST-ST80F-TI Strider 80 PLUS Titanium modular,ATX,800
Silverstone SST-ST85F-GS Strider Gold Series,ATX,850
Silverstone SST-ST85F-P Strider Plus,ATX,850
Silverstone SST-ST85F-PT Strider 80 PLUS Platinum,ATX,850
Silverstone SST-SX300-B SFX,SFX,300
SilverStone SST-SX450-B SFX Series,SFX,450
Silverstone SST-SX500-G SFX 80 PLUS Gold,SFX,500
Silverstone SST-SX500-G v1.1 SFX,SFX,500
Silverstone SST-SX500-LG v2.1 SFX-L,SFX-L,500
Silverstone SST-SX550 SFX 80 PLUS Gold,SFX,550
Silverstone SST-SX650-G SFX 80 PLUS Gold,SFX,650
Silverstone SST-SX700-G v1.1 SFX,SFX,700
Silverstone SST-SX700-LPT SFX-L 80 PLUS Platinum,SFX-L,700
Silverstone SST-SX700-LPT v1.1 SFX-L,SFX-L,700
Silverstone SST-SX700-PT SFX,SFX,700
SilverStone SST-SX750-G 80 PLUS Gold,SFX,750
Silverstone SST-SX750-PT V.1.1 SFX,SFX,750
"Silverstone SST-TX300 TFX, 80 PLUS Bronze",TFX,300
SilverStone SST-TX500-G TFX,TFX,500
Silverstone SST-TX700-G TFX,TFX,700
SilverStone ST500P,ATX,500
Silverstone ST600P,ATX,600
Silverstone ST700P,ATX,700
Streacom ST-NANO120,external,120
Streacom ST-NANO150,,150
Streacom ST-NANO160,external,160
Streacom ST-NANO90 HTPC-,"extern, sonstige",90
Streacom ZeroFlex 240,misc,240
Super Flower Golden Green HX,ATX,750
Super Flower Golden Green HX,ATX,650
Super Flower Golden Green HX,ATX,350
Super Flower Golden Silent,ATX,500
Super Flower Leadex,ATX,1300
Super Flower Leadex,ATX,1000
Super Flower Leadex,ATX,1000
Super Flower Leadex,ATX,1200
Super Flower Leadex,ATX,850
Super Flower Leadex,ATX,1000
Super Flower Leadex,ATX,850
Super Flower Leadex,ATX,550
Super Flower Leadex,ATX,550
Super Flower Leadex,ATX,750
Super Flower Leadex,ATX,850
Super Flower Leadex,ATX,1000
Super Flower Leadex,ATX,550
Super Flower Leadex,ATX,550
Super Flower Leadex,ATX,550
Super Flower Leadex,ATX,750
Super Flower Leadex 80 PLUS Gold,ATX,1600
Super Flower Leadex 80 PLUS Platinum,ATX,1200
Super Flower Leadex 80 PLUS Platinum,ATX,1600
Super Flower Leadex 80 PLUS Platinum 8Pack Edt.,ATX,2000
Super Flower Leadex 80 PLUS Titanium,ATX,750
Super Flower Leadex 80 PLUS Titanium,ATX,1600
Super Flower Leadex 80 PLUS Titanium,ATX,850
Super Flower Leadex 80 PLUS Titanium,ATX,1000
Super Flower Leadex II,ATX,1000
Super Flower Leadex II,ATX,850
Super Flower Leadex II,ATX,850
Super Flower Leadex II 80 PLUS Gold,ATX,1200
Super Flower Leadex II 80 PLUS Gold,ATX,1000
Super Flower Leadex II 80 PLUS Gold,ATX,1200
Super Flower Leadex Platinum Special Edition,ATX,1000
Super Flower Leadex Platinum Special Edition 80 PLUS Platin,ATX,1200
Super Flower Leadex VII PRO 80 PLUS Platinum,ATX,850
Super Flower Leadex VII PRO 80 PLUS Platinum,ATX,1000
Super Flower Leadex VII PRO 80 PLUS Platinum,ATX,1200
Super Flower Leadex VII XG 80 PLUS Gold,ATX,850
Super Flower Leadex VII XG 80 PLUS Gold,ATX,1300
Super Flower Leadex VII XG 80 PLUS Gold,ATX,1000
Super Flower Leadex VII XG White 80 PLUS Gold,ATX,850
Super Flower Leadex VII XG White 80 PLUS Gold,ATX,1000
Super Flower Leadex VII XG White 80 PLUS Gold,ATX,1300
Thermaltake Berlin,ATX,630
Thermaltake Cologne,ATX,730
Thermaltake Frankfurt,ATX,830
Thermaltake Hamburg,ATX,530
Thermaltake London,ATX,550
Thermaltake Madrid,ATX,850
Thermaltake Munich,ATX,430
Thermaltake Paris,ATX,650
Thermaltake Rome,ATX,750
Thermaltake Smart Pro RGB 80Plus Bronze modular,ATX,750
Thermaltake Smart Pro RGB 80Plus Bronze modular,ATX,650
Thermaltake Smart Pro RGB 80Plus Bronze modular,ATX,850
Thermaltake Smart SE,ATX,630
Thermaltake Smart SE,ATX,530
Thermaltake Toughpower DPS G 80 PLUS Platinum,ATX,1200
Thermaltake Toughpower DPS G RGB 80Plus Gold,ATX,850
Thermaltake Toughpower DPS G RGB 80Plus Gold,ATX,750
Thermaltake Toughpower DPS G RGB 80Plus Gold,ATX,650
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,ATX,650
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,ATX,750
Thermaltake Toughpower GF1 A-RGB 80 Plus Gold,ATX,850
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,ATX,750
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,ATX,650
Thermaltake Toughpower Grand RGB 80 PLUS Gold modular,ATX,850
Thermaltake Toughpower iRGB 80 PLUS Platinum,ATX,1200
Thermaltake Toughpower iRGB 80 PLUS Platinum,ATX,1050
Thermaltake Toughpower iRGB 80 PLUS Titanium,ATX,1250
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,ATX,850
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,ATX,1200
Thermaltake Toughpower PF1 A-RGB 80 Plus Platinum,ATX,1050
Thermaltake TR2 S,ATX,600
Thermaltake TR2 S,ATX,700
Thermaltake TR2 S 80 PLUS,ATX,500
XFX Black Edition,ATX,1050
XFX Black Edition,ATX,750
XFX Black Edition,ATX,850
XFX Core Edition PRO V2,ATX,450
XFX PRO1000W Black Edition Full Modular,ATX,1000
XFX TS-Series  Single Rail,ATX,750
XFX TS-Series  Single Rail,ATX,550
XFX TS-Series  Single Rail,ATX,650
XFX XT,ATX,600
XFX XT,ATX,500
XFX XT,ATX,400
XFX XTR Series,ATX,550
XFX XTS Fanless Series,ATX,520
XFX XTS Fanless Series,ATX,460
XFX XXX Edition Pro,ATX,850
Xigmatek Maverick,ATX,400
Xilence Performance A+,ATX,830
Xilence Performance A+,ATX,530
Xilence Performance A+,ATX,730
Xilence Performance A+,ATX,430
Xilence Performance A+,ATX,630
Xilence Performance C Series XP400,ATX,300
Xilence Performance C Series XP500,ATX,350
Xilence Performance C Series XP600,ATX,450
Xilence Performance C Series XP700,ATX,550
Zalman 1000EBT,ATX,1000
Zalman 1200EBT 80 PLUS Gold,ATX,1200
Zalman 500GVM,ATX,500
Zalman 500TX,ATX,500
Zalman 600GVM,ATX,600
Zalman 600TX,ATX,600
Zalman 650EBT,ATX,650
Zalman 700GVM,ATX,700
Zalman 700TX,ATX,700
Zalman 750EBT 80 PLUS Gold,ATX,750
Zalman 850EBT,ATX,850
Zalman ZM1000-EBTII 80 PLUS Gold,ATX,1000
Zalman ZM1200-EBTII 80 PLUS Gold,ATX,1200
Zalman ZM700-EBTII 80 PLUS Gold,ATX,700
Zalman ZM800-EBTII 80 PLUS Gold,ATX,800
