name,price
Intel Core i7-12700K,294.99
Intel Core i7-12700KF,294.99
Intel Core i7-13700,397.98
Intel Core i7-13700F,369.97
Intel Core i7-13700K,417.94
Intel Core i7-13700KF,396.98
Intel Core i7-14700,309.0
Intel Core i7-14700K,349.72
Intel Core i7-14700KF,329.99
Intel Core i7-4790K,324.77
Intel Core i7-5820K,407.09
Intel Core i7-5930K,250.99
Intel Core i7-5960X,399.99
Intel Core i7-6700,314.99
Intel Core i7-6700K,329.99
Intel Core i7-6800K,416.3
Intel Core i7-6850K,649.99
Intel Core i7-6900K,1002.99
Intel Core i7-6950X,1102.76
Intel Core i7-7700,326.82
Intel Core i7-7700K,329.99
Intel Core i7-7740X,349.18
Intel Core i7-7800X,361.97
Intel Core i7-7820X,510.63
Intel Core i7-8086K,425.0
Intel Core i7-8700,216.99
Intel Core i7-8700K,289.99
Intel Core i7-9700K,364.99
Intel Core i7-9700KF,315.99
Intel Core i9-10850K,299.99
Intel Core i9-10900,379.99
Intel Core i9-10900F,414.99
Intel Core i9-10900K,343.99
Intel Core i9-10900KF,359.99
Intel Core i9-10900X,589.99
Intel Core i9-10920X,699.99
Intel Core i9-10940X,799.99
Intel Core i9-10980XE,999.99
Intel Core i9-11900,455.99
Intel Core i9-11900F,429.98
Intel Core i9-11900K,347.39
Intel Core i9-11900KF,328.88
Intel Core i9-12900,537.99
Intel Core i9-12900F,463.0
Intel Core i9-12900K,432.38
Intel Core i9-12900KF,413.99
Intel Core i9-12900KS,519.99
Intel Core i9-13900,585.98
Intel Core i9-13900F,559.98
Intel Core i9-13900K,579.99
Intel Core i9-13900KF,568.74
Intel Core i9-13900KS,729.99
Intel Core i9-14900,578.99
Intel Core i9-14900K,437.86
Intel Core i9-14900KF,436.0
Intel Core i9-7900X,774.99
Intel Core i9-7920X,794.6
Intel Core i9-7940X,1349.0
Intel Core i9-7960X,1399.99
Intel Core i9-7980XE,1799.98
Intel Core i9-9900K,484.99
Intel Core i9-9900KF,379.99
Intel Core i9-9900KS,449.99
Intel Pentium G3250,66.66
Intel Pentium G4400,55.89
Intel Pentium G4500,83.18
Intel Pentium G4520,115.36
Intel Pentium G4560,59.99
Intel Pentium G4600,96.25
Intel Pentium G4620,104.99
Intel Pentium G7400,79.99
Intel Pentium Gold G5400,56.99
Intel Pentium Gold G5500,91.6
Intel Pentium Gold G5600,92.99
Intel Xeon E3-1231 V3,147.18
Intel Xeon E5-1620 V3,356.21
Intel Xeon E5-1650 V4,299.99
Intel Xeon E5-2603 V3,182.99
Intel Xeon E5-2603 V4,218.13
Intel Xeon E5-2609 V4,319.99
Intel Xeon E5-2620 V3,55.24
Intel Xeon E5-2620 V4,409.99
Intel Xeon E5-2630 V4,683.99
Intel Xeon E5-2640 V3,137.52
Intel Xeon E5-2640 V4,971.62
Intel Xeon E5-2650 V4,184.99
Intel Xeon E5-2660 V3,1524.63
Intel Xeon E5-2660 V4,559.99
Intel Xeon E5-2680 V3,526.5
Intel Xeon E5-2680 V4,1791.99
Intel Xeon E5-2683 V4,1889.99
Intel Xeon E5-2687W V3,2499.99
Intel Xeon E5-2687W V4,2174.99
Intel Xeon E5-2690 V4,2168.0
Intel Xeon E5-2695 V3,2451.42
Intel Xeon E5-2695 V4,2449.99
Intel Xeon E5-2697 V3,2732.93
Intel Xeon E5-2697 V4,1167.21
